batch_group,matrix,pathogen,count_0_1,count_1_10,count_10_100,count_100_1000,count_ge_1000,n_total,n_positive,median_pos
240216_PL6,Anal,Entamoeba histolytica,12,0,0,0,0,12,5,0.366672
240216_PL6,Anal,Haemophilus ducreyi,12,0,0,0,0,12,0,0.0
240216_PL6,Anal,Haemophilus influenzae,10,1,1,0,0,12,4,1.3481975
240216_PL6,Anal,Haemophilus parainfluenzae,7,4,1,0,0,12,7,2.812901
240216_PL6,Anal,Human alphaherpesvirus 1,12,0,0,0,0,12,4,0.17695650000000002
240216_PL6,Anal,Human alphaherpesvirus 2,12,0,0,0,0,12,0,0.0
240216_PL6,Anal,Mpox,12,0,0,0,0,12,0,0.0
240216_PL6,Anal,Mycoplasma genitalium,11,1,0,0,0,12,1,3.025044
240216_PL6,Anal,Mycoplasma hominis,11,1,0,0,0,12,1,2.296347
240216_PL6,Anal,Mycoplasma pneumoniae,12,0,0,0,0,12,0,0.0
240216_PL6,Anal,Mycoplasma spp,11,1,0,0,0,12,1,3.025044
240216_PL6,Anal,Neisseria gonorrhoeae,11,0,1,0,0,12,1,89.0
240216_PL6,Anal,Neisseria meningitidis,10,2,0,0,0,12,2,1.6271485
240216_PL6,Anal,Neisseria spp,10,1,1,0,0,12,2,47.166031
240216_PL6,Anal,Papillomavirus,9,1,2,0,0,12,7,0.943211
240216_PL6,Anal,Shigella spp,8,1,2,0,1,12,4,41.564102500000004
240216_PL6,Anal,Staphylococcus aureus,3,7,2,0,0,12,9,4.174056
240216_PL6,Anal,Treponema pallidum,12,0,0,0,0,12,0,0.0
240216_PL6,Anal,Trichomonas vaginalis,7,5,0,0,0,12,10,1.448205
240216_PL6,Anal,Trichophyton spp,12,0,0,0,0,12,0,0.0
240216_PL6,Anal,Ureaplasma spp,11,0,1,0,0,12,1,14.962334
240216_PL6,Gorge,Campylobacter jejuni,15,0,0,0,0,15,0,0.0
240216_PL6,Gorge,Chlamydia spp,15,0,0,0,0,15,0,0.0
240216_PL6,Gorge,Chlamydia trachomatis,15,0,0,0,0,15,0,0.0
240216_PL6,Gorge,Clostridioides difficile,15,0,0,0,0,15,0,0.0
240216_PL6,Gorge,Entamoeba histolytica,15,0,0,0,0,15,2,0.19184600000000002
240216_PL6,Gorge,Haemophilus ducreyi,15,0,0,0,0,15,0,0.0
240216_PL6,Gorge,Haemophilus influenzae,7,1,6,1,0,15,8,28.5
240216_PL6,Gorge,Haemophilus parainfluenzae,1,0,4,7,3,15,14,196.0
240216_PL6,Gorge,Human alphaherpesvirus 1,13,2,0,0,0,15,5,0.675842
240216_PL6,Gorge,Human alphaherpesvirus 2,15,0,0,0,0,15,0,0.0
240216_PL6,Gorge,Mpox,15,0,0,0,0,15,0,0.0
240216_PL6,Gorge,Mycoplasma genitalium,15,0,0,0,0,15,0,0.0
240216_PL6,Gorge,Mycoplasma hominis,15,0,0,0,0,15,0,0.0
240216_PL6,Gorge,Mycoplasma pneumoniae,15,0,0,0,0,15,0,0.0
240216_PL6,Gorge,Mycoplasma spp,15,0,0,0,0,15,0,0.0
240216_PL6,Gorge,Neisseria gonorrhoeae,9,0,3,3,0,15,6,171.0
240216_PL6,Gorge,Neisseria meningitidis,4,0,3,5,3,15,11,172.0
240216_PL6,Gorge,Neisseria spp,4,0,1,7,3,15,11,490.0
240216_PL6,Gorge,Papillomavirus,15,0,0,0,0,15,0,0.0
240216_PL6,Gorge,Shigella spp,15,0,0,0,0,15,0,0.0
240216_PL6,Gorge,Staphylococcus aureus,15,0,0,0,0,15,0,0.0
240216_PL6,Gorge,Treponema pallidum,15,0,0,0,0,15,0,0.0
240216_PL6,Gorge,Trichomonas vaginalis,15,0,0,0,0,15,0,0.0
240216_PL6,Gorge,Trichophyton spp,15,0,0,0,0,15,0,0.0
240216_PL6,Gorge,Ureaplasma spp,15,0,0,0,0,15,0,0.0
240419_PL1AG,Anal,Campylobacter jejuni,18,7,8,0,0,33,19,7.709963
240419_PL1AG,Anal,Chlamydia spp,33,0,0,0,0,33,0,0.0
240419_PL1AG,Anal,Chlamydia trachomatis,33,0,0,0,0,33,0,0.0
240419_PL1AG,Anal,Clostridioides difficile,8,6,6,13,0,33,28,85.0
240419_PL1AG,Anal,Entamoeba histolytica,32,1,0,0,0,33,4,0.2562405
240419_PL1AG,Anal,Haemophilus ducreyi,33,0,0,0,0,33,0,0.0
240419_PL1AG,Anal,Haemophilus influenzae,28,1,2,2,0,33,7,10.0
240419_PL1AG,Anal,Haemophilus parainfluenzae,21,9,3,0,0,33,14,3.0370274999999998
240419_PL1AG,Anal,Human alphaherpesvirus 1,31,1,0,1,0,33,20,0.2564205
240419_PL1AG,Anal,Human alphaherpesvirus 2,33,0,0,0,0,33,1,0.766206
240419_PL1AG,Anal,Mpox,33,0,0,0,0,33,0,0.0
240419_PL1AG,Anal,Mycoplasma genitalium,33,0,0,0,0,33,0,0.0
240419_PL1AG,Anal,Mycoplasma hominis,31,2,0,0,0,33,5,0.649765
240419_PL1AG,Anal,Mycoplasma pneumoniae,33,0,0,0,0,33,0,0.0
240419_PL1AG,Anal,Mycoplasma spp,33,0,0,0,0,33,0,0.0
240419_PL1AG,Anal,Neisseria gonorrhoeae,31,1,0,0,1,33,2,691.5416285
240419_PL1AG,Anal,Neisseria meningitidis,32,0,1,0,0,33,2,11.592473
240419_PL1AG,Anal,Neisseria spp,31,1,0,0,1,33,3,2.800616
240419_PL1AG,Anal,Papillomavirus,19,6,5,3,0,33,24,5.0183765
240419_PL1AG,Anal,Shigella spp,20,1,5,6,1,33,15,50.0
240419_PL1AG,Anal,Staphylococcus aureus,17,9,6,1,0,33,19,7.212389
240419_PL1AG,Anal,Treponema pallidum,33,0,0,0,0,33,0,0.0
240419_PL1AG,Anal,Trichomonas vaginalis,19,11,3,0,0,33,26,1.072372
240419_PL1AG,Anal,Trichophyton spp,32,1,0,0,0,33,3,0.542301
240419_PL1AG,Anal,Ureaplasma spp,30,2,0,1,0,33,4,4.769705500000001
240419_PL1AG,Gorge,Campylobacter jejuni,34,0,0,0,0,34,0,0.0
240419_PL1AG,Gorge,Chlamydia spp,34,0,0,0,0,34,0,0.0
240419_PL1AG,Gorge,Chlamydia trachomatis,34,0,0,0,0,34,0,0.0
240419_PL1AG,Gorge,Clostridioides difficile,34,0,0,0,0,34,0,0.0
240419_PL1AG,Gorge,Entamoeba histolytica,34,0,0,0,0,34,2,0.06983600000000001
240419_PL1AG,Gorge,Haemophilus ducreyi,34,0,0,0,0,34,0,0.0
240419_PL1AG,Gorge,Haemophilus influenzae,16,0,8,9,1,34,18,119.5
240419_PL1AG,Gorge,Haemophilus parainfluenzae,6,0,6,16,6,34,28,296.0
240419_PL1AG,Gorge,Human alphaherpesvirus 1,34,0,0,0,0,34,11,0.088094
240419_PL1AG,Gorge,Human alphaherpesvirus 2,34,0,0,0,0,34,0,0.0
240419_PL1AG,Gorge,Mpox,34,0,0,0,0,34,0,0.0
240419_PL1AG,Gorge,Mycoplasma genitalium,34,0,0,0,0,34,0,0.0
240419_PL1AG,Gorge,Mycoplasma hominis,34,0,0,0,0,34,0,0.0
240419_PL1AG,Gorge,Mycoplasma pneumoniae,34,0,0,0,0,34,0,0.0
240419_PL1AG,Gorge,Mycoplasma spp,34,0,0,0,0,34,0,0.0
240419_PL1AG,Gorge,Neisseria gonorrhoeae,15,1,6,10,2,34,19,186.0
240419_PL1AG,Gorge,Neisseria meningitidis,9,1,8,6,10,34,25,510.0
240419_PL1AG,Gorge,Neisseria spp,6,0,5,10,13,34,28,834.5
240419_PL1AG,Gorge,Papillomavirus,34,0,0,0,0,34,2,0.08599899999999999
240419_PL1AG,Gorge,Shigella spp,34,0,0,0,0,34,0,0.0
240419_PL1AG,Gorge,Staphylococcus aureus,31,0,3,0,0,34,3,36.0
240419_PL1AG,Gorge,Treponema pallidum,34,0,0,0,0,34,0,0.0
240419_PL1AG,Gorge,Trichomonas vaginalis,34,0,0,0,0,34,2,0.132508
240419_PL1AG,Gorge,Trichophyton spp,34,0,0,0,0,34,0,0.0
240419_PL1AG,Gorge,Ureaplasma spp,34,0,0,0,0,34,0,0.0
240419_PL1U,Urine,Campylobacter jejuni,34,0,0,0,0,34,0,0.0
240419_PL1U,Urine,Chlamydia spp,34,0,0,0,0,34,0,0.0
240419_PL1U,Urine,Chlamydia trachomatis,34,0,0,0,0,34,0,0.0
240419_PL1U,Urine,Clostridioides difficile,32,2,0,0,0,34,4,0.9153055
240419_PL1U,Urine,Entamoeba histolytica,34,0,0,0,0,34,0,0.0
240419_PL1U,Urine,Haemophilus ducreyi,34,0,0,0,0,34,0,0.0
240419_PL1U,Urine,Haemophilus influenzae,24,4,4,2,0,34,10,19.5
240419_PL1U,Urine,Haemophilus parainfluenzae,24,2,7,1,0,34,11,39.0
240419_PL1U,Urine,Human alphaherpesvirus 1,34,0,0,0,0,34,7,0.309033
240419_PL1U,Urine,Human alphaherpesvirus 2,34,0,0,0,0,34,0,0.0
240419_PL1U,Urine,Mpox,34,0,0,0,0,34,0,0.0
240419_PL1U,Urine,Mycoplasma genitalium,32,2,0,0,0,34,2,3.5266669999999998
240419_PL1U,Urine,Mycoplasma hominis,34,0,0,0,0,34,0,0.0
240419_PL1U,Urine,Mycoplasma pneumoniae,34,0,0,0,0,34,0,0.0
240419_PL1U,Urine,Mycoplasma spp,32,2,0,0,0,34,2,3.5266669999999998
240419_PL1U,Urine,Neisseria gonorrhoeae,34,0,0,0,0,34,0,0.0
240419_PL1U,Urine,Neisseria meningitidis,32,2,0,0,0,34,2,6.1100425
240419_PL1U,Urine,Neisseria spp,32,2,0,0,0,34,2,6.1100425
240419_PL1U,Urine,Papillomavirus,33,1,0,0,0,34,4,0.1108355
240419_PL1U,Urine,Shigella spp,32,0,1,0,1,34,2,2014.0
240419_PL1U,Urine,Staphylococcus aureus,22,11,1,0,0,34,15,4.873754
240419_PL1U,Urine,Treponema pallidum,34,0,0,0,0,34,0,0.0
240419_PL1U,Urine,Trichomonas vaginalis,31,3,0,0,0,34,14,0.676721
240419_PL1U,Urine,Trichophyton spp,34,0,0,0,0,34,1,0.126038
240419_PL1U,Urine,Ureaplasma spp,31,1,2,0,0,34,3,47.0
240705_PL1,Anal,Campylobacter jejuni,2,2,3,1,0,8,6,33.0
240705_PL1,Anal,Chlamydia spp,8,0,0,0,0,8,0,0.0
240705_PL1,Anal,Chlamydia trachomatis,8,0,0,0,0,8,0,0.0
240705_PL1,Anal,Clostridioides difficile,2,0,0,6,0,8,6,295.5
240705_PL1,Anal,Entamoeba histolytica,8,0,0,0,0,8,6,0.154299
240705_PL1,Anal,Haemophilus ducreyi,8,0,0,0,0,8,0,0.0
240705_PL1,Anal,Haemophilus influenzae,3,2,1,2,0,8,5,18.0
240705_PL1,Anal,Haemophilus parainfluenzae,4,1,3,0,0,8,4,17.0
240705_PL1,Anal,Human alphaherpesvirus 1,8,0,0,0,0,8,4,0.19519350000000002
240705_PL1,Anal,Human alphaherpesvirus 2,8,0,0,0,0,8,0,0.0
240705_PL1,Anal,Mpox,8,0,0,0,0,8,0,0.0
240705_PL1,Anal,Mycoplasma genitalium,7,0,1,0,0,8,1,12.0
240705_PL1,Anal,Mycoplasma hominis,5,1,2,0,0,8,3,18.0
240705_PL1,Anal,Mycoplasma pneumoniae,8,0,0,0,0,8,0,0.0
240705_PL1,Anal,Mycoplasma spp,7,0,1,0,0,8,1,12.0
240705_PL1,Anal,Neisseria gonorrhoeae,7,0,0,0,1,8,1,1090.0
240705_PL1,Anal,Neisseria meningitidis,6,1,1,0,0,8,2,13.922456
240705_PL1,Anal,Neisseria spp,6,1,0,0,1,8,2,558.922456
240705_PL1,Anal,Papillomavirus,2,2,0,2,2,8,6,157.161946
240705_PL1,Anal,Shigella spp,4,2,2,0,0,8,4,9.609428
240705_PL1,Anal,Staphylococcus aureus,3,0,4,1,0,8,5,37.0
240705_PL1,Anal,Treponema pallidum,8,0,0,0,0,8,0,0.0
240705_PL1,Anal,Trichomonas vaginalis,1,1,5,1,0,8,8,24.0
240705_PL1,Anal,Trichophyton spp,8,0,0,0,0,8,0,0.0
240705_PL1,Anal,Ureaplasma spp,8,0,0,0,0,8,0,0.0
240705_PL1,Gorge,Campylobacter jejuni,10,0,0,0,0,10,0,0.0
240705_PL1,Gorge,Chlamydia spp,10,0,0,0,0,10,0,0.0
240705_PL1,Gorge,Chlamydia trachomatis,10,0,0,0,0,10,0,0.0
240705_PL1,Gorge,Clostridioides difficile,10,0,0,0,0,10,0,0.0
240705_PL1,Gorge,Entamoeba histolytica,10,0,0,0,0,10,2,0.044459
240705_PL1,Gorge,Haemophilus ducreyi,10,0,0,0,0,10,0,0.0
240705_PL1,Gorge,Haemophilus influenzae,5,0,0,3,2,10,5,525.0
240705_PL1,Gorge,Haemophilus parainfluenzae,1,0,1,1,7,10,9,1439.0
240705_PL1,Gorge,Human alphaherpesvirus 1,10,0,0,0,0,10,7,0.029537
240705_PL1,Gorge,Human alphaherpesvirus 2,10,0,0,0,0,10,0,0.0
240705_PL1,Gorge,Mpox,10,0,0,0,0,10,0,0.0
240705_PL1,Gorge,Mycoplasma genitalium,10,0,0,0,0,10,0,0.0
240705_PL1,Gorge,Mycoplasma hominis,10,0,0,0,0,10,0,0.0
240705_PL1,Gorge,Mycoplasma pneumoniae,10,0,0,0,0,10,0,0.0
240705_PL1,Gorge,Mycoplasma spp,10,0,0,0,0,10,0,0.0
240705_PL1,Gorge,Neisseria gonorrhoeae,6,0,3,1,0,10,4,89.5
240705_PL1,Gorge,Neisseria meningitidis,3,0,0,6,1,10,7,373.0
240705_PL1,Gorge,Neisseria spp,1,0,0,6,3,10,9,766.0
240705_PL1,Gorge,Papillomavirus,10,0,0,0,0,10,0,0.0
240705_PL1,Gorge,Shigella spp,10,0,0,0,0,10,0,0.0
240705_PL1,Gorge,Staphylococcus aureus,9,0,1,0,0,10,1,43.0
240705_PL1,Gorge,Treponema pallidum,10,0,0,0,0,10,0,0.0
240705_PL1,Gorge,Trichomonas vaginalis,10,0,0,0,0,10,2,0.08456849999999999
240705_PL1,Gorge,Trichophyton spp,10,0,0,0,0,10,0,0.0
240705_PL1,Gorge,Ureaplasma spp,10,0,0,0,0,10,0,0.0
240712_PL1,Urine,Campylobacter jejuni,11,0,0,0,0,11,0,0.0
240712_PL1,Urine,Chlamydia spp,11,0,0,0,0,11,0,0.0
240712_PL1,Urine,Chlamydia trachomatis,11,0,0,0,0,11,0,0.0
240712_PL1,Urine,Clostridioides difficile,11,0,0,0,0,11,0,0.0
240712_PL1,Urine,Entamoeba histolytica,11,0,0,0,0,11,0,0.0
240712_PL1,Urine,Haemophilus ducreyi,11,0,0,0,0,11,0,0.0
240712_PL1,Urine,Haemophilus influenzae,11,0,0,0,0,11,0,0.0
240712_PL1,Urine,Haemophilus parainfluenzae,11,0,0,0,0,11,0,0.0
240712_PL1,Urine,Human alphaherpesvirus 1,11,0,0,0,0,11,10,0.1358255
240712_PL1,Urine,Human alphaherpesvirus 2,11,0,0,0,0,11,0,0.0
240712_PL1,Urine,Mpox,11,0,0,0,0,11,0,0.0
240712_PL1,Urine,Mycoplasma genitalium,11,0,0,0,0,11,0,0.0
240712_PL1,Urine,Mycoplasma hominis,11,0,0,0,0,11,0,0.0
240712_PL1,Urine,Mycoplasma pneumoniae,11,0,0,0,0,11,0,0.0
240712_PL1,Urine,Mycoplasma spp,11,0,0,0,0,11,0,0.0
240712_PL1,Urine,Neisseria gonorrhoeae,11,0,0,0,0,11,0,0.0
240712_PL1,Urine,Neisseria meningitidis,11,0,0,0,0,11,0,0.0
240712_PL1,Urine,Neisseria spp,11,0,0,0,0,11,0,0.0
240712_PL1,Urine,Papillomavirus,11,0,0,0,0,11,8,0.1683525
240712_PL1,Urine,Shigella spp,11,0,0,0,0,11,0,0.0
240712_PL1,Urine,Staphylococcus aureus,11,0,0,0,0,11,0,0.0
240712_PL1,Urine,Treponema pallidum,11,0,0,0,0,11,0,0.0
240712_PL1,Urine,Trichomonas vaginalis,9,1,1,0,0,11,5,0.881169
240712_PL1,Urine,Trichophyton spp,11,0,0,0,0,11,3,0.067782
240712_PL1,Urine,Ureaplasma spp,10,0,0,1,0,11,1,160.0
240823_PL1,Anal,Campylobacter jejuni,16,12,19,0,0,47,32,14.0
240823_PL1,Anal,Chlamydia spp,46,1,0,0,0,47,1,3.993814
240823_PL1,Anal,Chlamydia trachomatis,46,1,0,0,0,47,1,3.993814
240823_PL1,Anal,Clostridioides difficile,2,6,15,24,0,47,45,103.0
240823_PL1,Anal,Entamoeba histolytica,43,4,0,0,0,47,17,0.175739
240823_PL1,Anal,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
240823_PL1,Anal,Haemophilus influenzae,27,11,5,3,1,47,21,9.05486
240823_PL1,Anal,Haemophilus parainfluenzae,13,14,12,7,1,47,35,18.0
240823_PL1,Anal,Human alphaherpesvirus 1,47,0,0,0,0,47,19,0.156733
240823_PL1,Anal,Human alphaherpesvirus 2,47,0,0,0,0,47,1,0.555101
240823_PL1,Anal,Mpox,47,0,0,0,0,47,0,0.0
240823_PL1,Anal,Mycoplasma genitalium,43,1,3,0,0,47,4,21.0
240823_PL1,Anal,Mycoplasma hominis,26,11,7,3,0,47,22,7.782446
240823_PL1,Anal,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
240823_PL1,Anal,Mycoplasma spp,43,1,3,0,0,47,4,21.0
240823_PL1,Anal,Neisseria gonorrhoeae,47,0,0,0,0,47,0,0.0
240823_PL1,Anal,Neisseria meningitidis,42,3,1,1,0,47,6,2.8794310000000003
240823_PL1,Anal,Neisseria spp,39,5,2,1,0,47,11,2.168879
240823_PL1,Anal,Papillomavirus,17,13,16,1,0,47,37,7.209611
240823_PL1,Anal,Shigella spp,36,6,3,2,0,47,13,8.088051
240823_PL1,Anal,Staphylococcus aureus,7,15,20,5,0,47,41,16.0
240823_PL1,Anal,Treponema pallidum,47,0,0,0,0,47,0,0.0
240823_PL1,Anal,Trichomonas vaginalis,9,16,19,3,0,47,46,7.2764885
240823_PL1,Anal,Trichophyton spp,47,0,0,0,0,47,3,0.297539
240823_PL1,Anal,Ureaplasma spp,38,2,6,1,0,47,9,21.0
240823_PL1,Gorge,Campylobacter jejuni,47,0,0,0,0,47,0,0.0
240823_PL1,Gorge,Chlamydia spp,47,0,0,0,0,47,0,0.0
240823_PL1,Gorge,Chlamydia trachomatis,47,0,0,0,0,47,0,0.0
240823_PL1,Gorge,Clostridioides difficile,46,1,0,0,0,47,1,1.239364
240823_PL1,Gorge,Entamoeba histolytica,47,0,0,0,0,47,1,0.139529
240823_PL1,Gorge,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
240823_PL1,Gorge,Haemophilus influenzae,26,1,3,16,1,47,21,218.0
240823_PL1,Gorge,Haemophilus parainfluenzae,5,0,1,21,20,47,42,892.0
240823_PL1,Gorge,Human alphaherpesvirus 1,47,0,0,0,0,47,20,0.07238449999999999
240823_PL1,Gorge,Human alphaherpesvirus 2,47,0,0,0,0,47,0,0.0
240823_PL1,Gorge,Mpox,47,0,0,0,0,47,0,0.0
240823_PL1,Gorge,Mycoplasma genitalium,47,0,0,0,0,47,0,0.0
240823_PL1,Gorge,Mycoplasma hominis,46,1,0,0,0,47,1,1.239364
240823_PL1,Gorge,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
240823_PL1,Gorge,Mycoplasma spp,47,0,0,0,0,47,0,0.0
240823_PL1,Gorge,Neisseria gonorrhoeae,35,1,5,5,1,47,12,99.5
240823_PL1,Gorge,Neisseria meningitidis,12,0,2,27,6,47,35,288.0
240823_PL1,Gorge,Neisseria spp,12,0,0,24,11,47,35,630.0
240823_PL1,Gorge,Papillomavirus,47,0,0,0,0,47,2,0.2836695
240823_PL1,Gorge,Shigella spp,47,0,0,0,0,47,0,0.0
240823_PL1,Gorge,Staphylococcus aureus,46,0,0,1,0,47,1,167.0
240823_PL1,Gorge,Treponema pallidum,47,0,0,0,0,47,0,0.0
240823_PL1,Gorge,Trichomonas vaginalis,47,0,0,0,0,47,8,0.08695900000000001
240823_PL1,Gorge,Trichophyton spp,47,0,0,0,0,47,0,0.0
240823_PL1,Gorge,Ureaplasma spp,47,0,0,0,0,47,0,0.0
240823_PL2,Anal,Campylobacter jejuni,10,14,22,1,0,47,38,11.0
240823_PL2,Anal,Chlamydia spp,47,0,0,0,0,47,0,0.0
240823_PL2,Anal,Chlamydia trachomatis,47,0,0,0,0,47,0,0.0
240823_PL2,Anal,Clostridioides difficile,2,0,20,25,0,47,45,133.0
240823_PL2,Anal,Entamoeba histolytica,43,4,0,0,0,47,15,0.217953
240823_PL2,Anal,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
240823_PL2,Anal,Haemophilus influenzae,15,18,8,6,0,47,33,5.729219
240823_PL2,Anal,Haemophilus parainfluenzae,9,14,15,7,2,47,38,19.0
240823_PL2,Anal,Human alphaherpesvirus 1,47,0,0,0,0,47,21,0.281036
240823_PL2,Anal,Human alphaherpesvirus 2,46,0,0,1,0,47,1,320.0
240823_PL2,Anal,Mpox,47,0,0,0,0,47,0,0.0
240823_PL2,Anal,Mycoplasma genitalium,45,2,0,0,0,47,2,5.6529584999999996
240823_PL2,Anal,Mycoplasma hominis,25,11,8,0,3,47,22,9.364276
240823_PL2,Anal,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
240823_PL2,Anal,Mycoplasma spp,45,2,0,0,0,47,2,5.6529584999999996
240823_PL2,Anal,Neisseria gonorrhoeae,43,2,1,1,0,47,5,8.770355
240823_PL2,Anal,Neisseria meningitidis,40,3,3,1,0,47,7,10.0
240823_PL2,Anal,Neisseria spp,36,3,6,2,0,47,12,14.940009499999999
240823_PL2,Anal,Papillomavirus,27,8,10,2,0,47,29,5.773049
240823_PL2,Anal,Shigella spp,35,7,5,0,0,47,12,6.3343095
240823_PL2,Anal,Staphylococcus aureus,5,15,23,4,0,47,42,15.0
240823_PL2,Anal,Treponema pallidum,47,0,0,0,0,47,0,0.0
240823_PL2,Anal,Trichomonas vaginalis,12,13,20,2,0,47,47,6.664963
240823_PL2,Anal,Trichophyton spp,47,0,0,0,0,47,3,0.209838
240823_PL2,Anal,Ureaplasma spp,40,3,4,0,0,47,7,15.467971
240823_PL2,Gorge,Campylobacter jejuni,45,0,1,0,0,46,1,18.0
240823_PL2,Gorge,Chlamydia spp,46,0,0,0,0,46,0,0.0
240823_PL2,Gorge,Chlamydia trachomatis,46,0,0,0,0,46,0,0.0
240823_PL2,Gorge,Clostridioides difficile,43,1,1,1,0,46,3,39.0
240823_PL2,Gorge,Entamoeba histolytica,46,0,0,0,0,46,1,0.109898
240823_PL2,Gorge,Haemophilus ducreyi,46,0,0,0,0,46,0,0.0
240823_PL2,Gorge,Haemophilus influenzae,22,0,12,12,0,46,24,115.0
240823_PL2,Gorge,Haemophilus parainfluenzae,2,1,8,23,12,46,44,354.5
240823_PL2,Gorge,Human alphaherpesvirus 1,46,0,0,0,0,46,11,0.148001
240823_PL2,Gorge,Human alphaherpesvirus 2,46,0,0,0,0,46,0,0.0
240823_PL2,Gorge,Mpox,46,0,0,0,0,46,0,0.0
240823_PL2,Gorge,Mycoplasma genitalium,46,0,0,0,0,46,0,0.0
240823_PL2,Gorge,Mycoplasma hominis,46,0,0,0,0,46,0,0.0
240823_PL2,Gorge,Mycoplasma pneumoniae,46,0,0,0,0,46,0,0.0
240823_PL2,Gorge,Mycoplasma spp,46,0,0,0,0,46,0,0.0
240823_PL2,Gorge,Neisseria gonorrhoeae,31,1,4,10,0,46,15,188.0
240823_PL2,Gorge,Neisseria meningitidis,11,1,10,15,9,46,35,270.0
240823_PL2,Gorge,Neisseria spp,8,0,8,17,13,46,38,425.0
240823_PL2,Gorge,Papillomavirus,43,2,1,0,0,46,3,1.689478
240823_PL2,Gorge,Shigella spp,46,0,0,0,0,46,0,0.0
240823_PL2,Gorge,Staphylococcus aureus,45,0,1,0,0,46,1,56.0
240823_PL2,Gorge,Treponema pallidum,46,0,0,0,0,46,0,0.0
240823_PL2,Gorge,Trichomonas vaginalis,43,1,2,0,0,46,10,0.24784299999999998
240823_PL2,Gorge,Trichophyton spp,46,0,0,0,0,46,1,0.077982
240823_PL2,Gorge,Ureaplasma spp,46,0,0,0,0,46,0,0.0
240823_PL3,Anal,Campylobacter jejuni,14,19,14,0,0,47,36,7.582609
240823_PL3,Anal,Chlamydia spp,45,2,0,0,0,47,2,5.3427715
240823_PL3,Anal,Chlamydia trachomatis,45,2,0,0,0,47,2,5.3427715
240823_PL3,Anal,Clostridioides difficile,3,3,19,22,0,47,44,102.5
240823_PL3,Anal,Entamoeba histolytica,44,3,0,0,0,47,12,0.249338
240823_PL3,Anal,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
240823_PL3,Anal,Haemophilus influenzae,20,12,8,7,0,47,28,12.5
240823_PL3,Anal,Haemophilus parainfluenzae,11,11,15,6,4,47,41,26.0
240823_PL3,Anal,Human alphaherpesvirus 1,46,0,1,0,0,47,23,0.181704
240823_PL3,Anal,Human alphaherpesvirus 2,47,0,0,0,0,47,0,0.0
240823_PL3,Anal,Mpox,47,0,0,0,0,47,0,0.0
240823_PL3,Anal,Mycoplasma genitalium,44,2,1,0,0,47,4,7.875458
240823_PL3,Anal,Mycoplasma hominis,25,18,3,1,0,47,23,7.518751
240823_PL3,Anal,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
240823_PL3,Anal,Mycoplasma spp,44,2,1,0,0,47,4,7.875458
240823_PL3,Anal,Neisseria gonorrhoeae,43,3,0,1,0,47,5,2.248332
240823_PL3,Anal,Neisseria meningitidis,43,4,0,0,0,47,7,1.854707
240823_PL3,Anal,Neisseria spp,37,8,1,1,0,47,11,3.874376
240823_PL3,Anal,Papillomavirus,15,20,8,3,1,47,37,4.714047
240823_PL3,Anal,Shigella spp,42,1,4,0,0,47,10,5.393127499999999
240823_PL3,Anal,Staphylococcus aureus,8,11,24,4,0,47,42,17.5
240823_PL3,Anal,Treponema pallidum,47,0,0,0,0,47,0,0.0
240823_PL3,Anal,Trichomonas vaginalis,8,23,14,2,0,47,46,5.6591015
240823_PL3,Anal,Trichophyton spp,47,0,0,0,0,47,2,0.11660999999999999
240823_PL3,Anal,Ureaplasma spp,40,2,4,1,0,47,8,16.3881825
240823_PL3,Gorge,Campylobacter jejuni,47,0,0,0,0,47,0,0.0
240823_PL3,Gorge,Chlamydia spp,47,0,0,0,0,47,0,0.0
240823_PL3,Gorge,Chlamydia trachomatis,47,0,0,0,0,47,0,0.0
240823_PL3,Gorge,Clostridioides difficile,47,0,0,0,0,47,0,0.0
240823_PL3,Gorge,Entamoeba histolytica,47,0,0,0,0,47,2,0.0891605
240823_PL3,Gorge,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
240823_PL3,Gorge,Haemophilus influenzae,32,0,4,11,0,47,15,185.0
240823_PL3,Gorge,Haemophilus parainfluenzae,1,0,8,19,19,47,46,649.5
240823_PL3,Gorge,Human alphaherpesvirus 1,47,0,0,0,0,47,22,0.2178155
240823_PL3,Gorge,Human alphaherpesvirus 2,47,0,0,0,0,47,0,0.0
240823_PL3,Gorge,Mpox,47,0,0,0,0,47,0,0.0
240823_PL3,Gorge,Mycoplasma genitalium,47,0,0,0,0,47,0,0.0
240823_PL3,Gorge,Mycoplasma hominis,47,0,0,0,0,47,0,0.0
240823_PL3,Gorge,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
240823_PL3,Gorge,Mycoplasma spp,47,0,0,0,0,47,0,0.0
240823_PL3,Gorge,Neisseria gonorrhoeae,35,0,2,10,0,47,12,231.0
240823_PL3,Gorge,Neisseria meningitidis,18,1,4,15,9,47,29,463.0
